,file_name,label
0,airplane0.png,0
1,airplane1.png,0
2,airplane10.png,0
3,airplane100.png,0
4,airplane11.png,0
5,airplane12.png,0
6,airplane13.png,0
7,airplane14.png,0
8,airplane15.png,0
9,airplane16.png,0
10,airplane17.png,0
11,airplane18.png,0
12,airplane19.png,0
13,airplane2.png,0
14,airplane20.png,0
15,airplane21.png,0
16,airplane22.png,0
17,airplane23.png,0
18,airplane24.png,0
19,airplane25.png,0
20,airplane26.png,0
21,airplane27.png,0
22,airplane28.png,0
23,airplane29.png,0
24,airplane3.png,0
25,airplane30.png,0
26,airplane31.png,0
27,airplane32.png,0
28,airplane33.png,0
29,airplane34.png,0
30,airplane35.png,0
31,airplane36.png,0
32,airplane37.png,0
33,airplane38.png,0
34,airplane39.png,0
35,airplane4.png,0
36,airplane40.png,0
37,airplane41.png,0
38,airplane42.png,0
39,airplane43.png,0
40,airplane44.png,0
41,airplane45.png,0
42,airplane46.png,0
43,airplane47.png,0
44,airplane48.png,0
45,airplane49.png,0
46,airplane5.png,0
47,airplane50.png,0
48,airplane51.png,0
49,airplane52.png,0
50,airplane53.png,0
51,airplane54.png,0
52,airplane55.png,0
53,airplane56.png,0
54,airplane57.png,0
55,airplane58.png,0
56,airplane59.png,0
57,airplane6.png,0
58,airplane60.png,0
59,airplane61.png,0
60,airplane62.png,0
61,airplane63.png,0
62,airplane64.png,0
63,airplane65.png,0
64,airplane66.png,0
65,airplane67.png,0
66,airplane68.png,0
67,airplane69.png,0
68,airplane7.png,0
69,airplane70.png,0
70,airplane71.png,0
71,airplane72.png,0
72,airplane73.png,0
73,airplane74.png,0
74,airplane75.png,0
75,airplane76.png,0
76,airplane77.png,0
77,airplane78.png,0
78,airplane79.png,0
79,airplane8.png,0
80,airplane80.png,0
81,airplane81.png,0
82,airplane82.png,0
83,airplane83.png,0
84,airplane84.png,0
85,airplane85.png,0
86,airplane86.png,0
87,airplane87.png,0
88,airplane88.png,0
89,airplane89.png,0
90,airplane9.png,0
91,airplane90.png,0
92,airplane91.png,0
93,airplane92.png,0
94,airplane93.png,0
95,airplane94.png,0
96,airplane95.png,0
97,airplane96.png,0
98,airplane97.png,0
99,airplane98.png,0
100,airplane99.png,0
101,bicycle0.png,1
102,bicycle1.png,1
103,bicycle10.png,1
104,bicycle100.png,1
105,bicycle11.png,1
106,bicycle12.png,1
107,bicycle13.png,1
108,bicycle14.png,1
109,bicycle15.png,1
110,bicycle16.png,1
111,bicycle17.png,1
112,bicycle18.png,1
113,bicycle19.png,1
114,bicycle2.png,1
115,bicycle20.png,1
116,bicycle21.png,1
117,bicycle22.png,1
118,bicycle23.png,1
119,bicycle24.png,1
120,bicycle25.png,1
121,bicycle26.png,1
122,bicycle27.png,1
123,bicycle28.png,1
124,bicycle29.png,1
125,bicycle3.png,1
126,bicycle30.png,1
127,bicycle31.png,1
128,bicycle32.png,1
129,bicycle33.png,1
130,bicycle34.png,1
131,bicycle35.png,1
132,bicycle36.png,1
133,bicycle37.png,1
134,bicycle38.png,1
135,bicycle39.png,1
136,bicycle4.png,1
137,bicycle40.png,1
138,bicycle41.png,1
139,bicycle42.png,1
140,bicycle43.png,1
141,bicycle44.png,1
142,bicycle45.png,1
143,bicycle46.png,1
144,bicycle47.png,1
145,bicycle48.png,1
146,bicycle49.png,1
147,bicycle5.png,1
148,bicycle50.png,1
149,bicycle51.png,1
150,bicycle52.png,1
151,bicycle53.png,1
152,bicycle54.png,1
153,bicycle55.png,1
154,bicycle56.png,1
155,bicycle57.png,1
156,bicycle58.png,1
157,bicycle59.png,1
158,bicycle6.png,1
159,bicycle60.png,1
160,bicycle61.png,1
161,bicycle62.png,1
162,bicycle63.png,1
163,bicycle64.png,1
164,bicycle65.png,1
165,bicycle66.png,1
166,bicycle67.png,1
167,bicycle68.png,1
168,bicycle69.png,1
169,bicycle7.png,1
170,bicycle70.png,1
171,bicycle71.png,1
172,bicycle72.png,1
173,bicycle73.png,1
174,bicycle74.png,1
175,bicycle75.png,1
176,bicycle76.png,1
177,bicycle77.png,1
178,bicycle78.png,1
179,bicycle79.png,1
180,bicycle8.png,1
181,bicycle80.png,1
182,bicycle81.png,1
183,bicycle82.png,1
184,bicycle83.png,1
185,bicycle84.png,1
186,bicycle85.png,1
187,bicycle86.png,1
188,bicycle87.png,1
189,bicycle88.png,1
190,bicycle89.png,1
191,bicycle9.png,1
192,bicycle90.png,1
193,bicycle91.png,1
194,bicycle92.png,1
195,bicycle93.png,1
196,bicycle94.png,1
197,bicycle95.png,1
198,bicycle96.png,1
199,bicycle97.png,1
200,bicycle98.png,1
201,bicycle99.png,1
202,car0.png,2
203,car1.png,2
204,car10.png,2
205,car100.png,2
206,car11.png,2
207,car12.png,2
208,car13.png,2
209,car14.png,2
210,car15.png,2
211,car16.png,2
212,car17.png,2
213,car18.png,2
214,car19.png,2
215,car2.png,2
216,car20.png,2
217,car21.png,2
218,car22.png,2
219,car23.png,2
220,car24.png,2
221,car25.png,2
222,car26.png,2
223,car27.png,2
224,car28.png,2
225,car29.png,2
226,car3.png,2
227,car30.png,2
228,car31.png,2
229,car32.png,2
230,car33.png,2
231,car34.png,2
232,car35.png,2
233,car36.png,2
234,car37.png,2
235,car38.png,2
236,car39.png,2
237,car4.png,2
238,car40.png,2
239,car41.png,2
240,car42.png,2
241,car43.png,2
242,car44.png,2
243,car45.png,2
244,car46.png,2
245,car47.png,2
246,car48.png,2
247,car49.png,2
248,car5.png,2
249,car50.png,2
250,car51.png,2
251,car52.png,2
252,car53.png,2
253,car54.png,2
254,car55.png,2
255,car56.png,2
256,car57.png,2
257,car58.png,2
258,car59.png,2
259,car6.png,2
260,car60.png,2
261,car61.png,2
262,car62.png,2
263,car63.png,2
264,car64.png,2
265,car65.png,2
266,car66.png,2
267,car67.png,2
268,car68.png,2
269,car69.png,2
270,car7.png,2
271,car70.png,2
272,car71.png,2
273,car72.png,2
274,car73.png,2
275,car74.png,2
276,car75.png,2
277,car76.png,2
278,car77.png,2
279,car78.png,2
280,car79.png,2
281,car8.png,2
282,car80.png,2
283,car81.png,2
284,car82.png,2
285,car83.png,2
286,car84.png,2
287,car85.png,2
288,car86.png,2
289,car87.png,2
290,car88.png,2
291,car89.png,2
292,car9.png,2
293,car90.png,2
294,car91.png,2
295,car92.png,2
296,car93.png,2
297,car94.png,2
298,car95.png,2
299,car96.png,2
300,car97.png,2
301,car98.png,2
302,car99.png,2
